titre,genre,editeur,date_sortie,prix_eur,gratuit,note_positive_pct,nb_avis,avis_positifs,avis_negatifs,windows,mac,linux
Iron Craft,Platformer,Team17,2024-02-15,14.99,False,86,110,94,16,True,False,False
Star Hunter II,Action,Bandai Namco,2016-12-20,59.99,False,92,306,281,25,True,True,False
Dragon Core IV,Racing,THQ Nordic,2023-01-14,4.99,False,66,4868,3212,1656,True,True,False
Storm Protocol,Action,THQ Nordic,2022-12-24,29.99,False,72,2122,1527,595,True,False,False
Shadow Knight,RPG,Focus Entertainment,2018-04-28,0.0,True,53,52,27,25,True,False,False
Cyber World II,Racing,Ubisoft,2021-02-19,69.99,False,71,1866,1324,542,True,False,False
Final Legacy V,Indie,Annapurna,2023-12-11,24.99,False,73,2580,1883,697,True,False,False
Last Legacy III,Puzzle,Electronic Arts,2016-08-15,49.99,False,59,1077,635,442,True,False,True
Cyber Core IV,Sports,Square Enix,2023-03-26,39.99,False,82,46,37,9,True,False,False
Ancient Legends,Sandbox,Bandai Namco,2015-06-13,49.99,False,61,293,178,115,True,False,False
Star Protocol III GOTY,Sandbox,Devolver Digital,2021-04-04,19.99,False,99,521,515,6,True,False,False
Final Quest Deluxe,RPG,Capcom,2023-11-21,59.99,False,54,82,44,38,True,False,True
Crystal Wars II Remastered,Strategy,Annapurna,2022-03-03,29.99,False,89,78,69,9,True,False,False
Cyber Quest,Action,Ubisoft,2024-12-13,69.99,False,82,84,68,16,True,False,False
Neon Saga,RPG,Square Enix,2018-01-20,49.99,False,91,384,349,35,True,False,False
Star World,Sports,Valve,2014-03-14,14.99,False,93,831,772,59,True,True,False
Iron Legacy,Platformer,Focus Entertainment,2019-08-12,19.99,False,57,279,159,120,True,False,False
Neon Wars III,Strategy,Valve,2023-05-02,29.99,False,86,786,675,111,True,False,False
Cyber Core IV,Adventure,Capcom,2022-09-27,59.99,False,89,624,555,69,True,False,False
Lost Legacy,Sandbox,505 Games,2016-10-11,4.99,False,73,206,150,56,True,False,False
Wild Legends,Indie,Paradox Interactive,2021-04-27,19.99,False,100,317,317,0,True,False,False
Dragon Dawn V,Action,Electronic Arts,2013-01-17,49.99,False,79,891,703,188,True,False,False
Crystal Legacy III,RPG,Annapurna,2023-06-02,29.99,False,82,1096,898,198,True,True,False
Wild Saga II,Sandbox,Bandai Namco,2024-12-22,59.99,False,63,750,472,278,True,False,True
Star Hunter III,FPS,Sega,2023-11-11,14.99,False,83,62,51,11,True,True,False
Ancient Forge,Puzzle,505 Games,2016-12-23,9.99,False,93,16,14,2,True,True,True
Dark Strike,Platformer,Paradox Interactive,2012-06-26,19.99,False,85,225,191,34,True,False,False
Crystal Quest Remastered,Strategy,Bandai Namco,2024-11-03,49.99,False,92,122,112,10,True,False,False
Ancient Forge,Simulation,Capcom,2017-06-09,39.99,False,87,52,45,7,True,False,False
Dark Knight,RPG,Annapurna,2019-06-18,14.99,False,67,250,167,83,True,False,False
Lost Protocol IV,Adventure,THQ Nordic,2023-01-11,9.99,False,60,1052,631,421,True,True,True
Cyber Saga,Adventure,Team17,2024-06-20,0.0,True,65,940,611,329,True,False,False
Ancient Souls,RPG,Paradox Interactive,2023-01-04,4.99,False,71,156,110,46,True,False,False
Neon Strike V,Simulation,Capcom,2014-10-18,69.99,False,90,484,435,49,True,False,True
Cyber Souls,Sports,Capcom,2014-03-21,49.99,False,58,1099,637,462,True,True,True
Brave Quest V,Sports,Devolver Digital,2023-02-21,9.99,False,56,1894,1060,834,True,False,True
Wild Knight,Action,Square Enix,2020-04-27,59.99,False,53,932,493,439,True,True,True
Lost Strike II Complete Edition,Platformer,Team17,2019-10-08,29.99,False,53,403,213,190,True,False,False
Brave Dawn,Horror,505 Games,2024-04-16,19.99,False,88,1722,1515,207,True,True,False
Brave Strike,Racing,THQ Nordic,2021-03-04,19.99,False,53,400,212,188,True,False,False
Final Legacy IV GOTY,Adventure,Indie Dev,2020-11-05,19.94,False,95,593,563,30,True,False,False
Wild Strike II,Casual,Team17,2018-09-15,9.99,False,55,319,175,144,True,False,True
Ancient Legends Deluxe,RPG,Paradox Interactive,2021-02-04,29.99,False,67,62,41,21,True,False,True
Star Protocol,Simulation,Sega,2022-10-16,19.99,False,74,1340,991,349,True,True,False
Final Legends Complete Edition,FPS,Capcom,2012-05-12,69.99,False,84,413,346,67,True,True,False
Star Wars V,Sandbox,Focus Entertainment,2022-04-05,29.99,False,75,478,358,120,True,False,False
Lost Protocol,Casual,Paradox Interactive,2021-08-07,4.99,False,84,2814,2363,451,True,False,False
Dragon Core,Racing,THQ Nordic,2016-12-17,9.99,False,38,459,174,285,True,False,False
Iron Forge,Sandbox,Capcom,2023-01-15,49.99,False,43,986,423,563,True,True,False
Shadow Wars,Racing,Sega,2021-11-01,0.0,True,65,43,27,16,True,True,False
Dragon Saga,Indie,Bandai Namco,2016-12-27,59.99,False,75,574,430,144,True,False,False
Neon Souls III,Platformer,Capcom,2023-11-07,49.99,False,77,100,77,23,True,True,False
Dark Protocol,RPG,Indie Dev,2016-04-09,16.01,False,50,787,393,394,True,False,False
Ancient Strike V,Casual,505 Games,2019-04-15,9.99,False,85,294,249,45,True,False,False
Crystal Knight II Complete Edition,Racing,Indie Dev,2021-11-04,5.65,False,64,3212,2055,1157,True,False,False
Star Craft,Simulation,Indie Dev,2022-05-07,17.84,False,77,1560,1201,359,True,True,False
Wild Souls,Horror,Ubisoft,2022-05-09,69.99,False,78,868,677,191,True,False,False
Ancient Souls IV,FPS,Capcom,2022-11-12,69.99,False,78,46,35,11,True,False,False
Brave Craft III,Sports,Ubisoft,2022-11-11,49.99,False,71,374,265,109,True,False,False
Shadow Strike V,Indie,Bandai Namco,2017-08-28,59.99,False,90,932,838,94,True,True,True
Storm Legends II,Strategy,Team17,2015-07-17,24.99,False,58,81,46,35,True,True,True
Brave Saga III,Indie,Sega,2024-03-11,14.99,False,88,1326,1166,160,True,False,True
Last World,RPG,Bandai Namco,2021-08-09,39.99,False,81,705,571,134,True,True,False
Crystal Core III,Platformer,THQ Nordic,2014-07-21,19.99,False,63,151,95,56,True,False,False
Dragon Knight Deluxe,FPS,Bandai Namco,2024-09-07,59.99,False,84,616,517,99,True,True,True
Ancient Legacy IV,Indie,Square Enix,2015-09-19,69.99,False,69,42,28,14,True,False,True
Dark Wars V,Racing,Paradox Interactive,2020-11-05,14.99,False,64,223,142,81,True,False,False
Cyber Core IV,Platformer,Sega,2011-12-05,4.99,False,59,36,21,15,True,True,True
Iron Saga II,Horror,THQ Nordic,2012-05-25,24.99,False,70,158,110,48,True,False,True
Dark Craft II,Action,Valve,2022-08-13,14.99,False,58,10782,6253,4529,True,True,False
Ancient Saga IV,Horror,Valve,2018-02-22,24.99,False,78,411,320,91,True,False,False
Ancient Saga,Adventure,Team17,2022-05-04,0.0,True,57,140,79,61,True,False,False
Crystal Legacy V,Strategy,Bandai Namco,2022-03-02,59.99,False,85,804,683,121,True,False,False
Ancient Forge,Action,Valve,2022-10-22,0.0,True,78,8796,6860,1936,True,False,False
Lost Dawn II,Adventure,Annapurna,2017-08-10,4.99,False,39,404,157,247,True,True,True
Brave Saga,Indie,THQ Nordic,2022-12-04,14.99,False,89,72,64,8,True,True,False
Dark Souls III,RPG,Bandai Namco,2019-10-09,69.99,False,57,210,119,91,True,False,True
Brave Hunter III GOTY,Sports,Square Enix,2023-07-21,69.99,False,50,2136,1068,1068,True,False,True
Final Strike,Sandbox,Ubisoft,2014-10-22,69.99,False,61,749,456,293,True,False,False
Lost Hunter,Sandbox,Focus Entertainment,2024-08-16,4.99,False,81,130,105,25,True,True,False
Dark Quest V,Action,Focus Entertainment,2023-12-19,19.99,False,75,3356,2517,839,True,False,False
Storm Protocol,FPS,Focus Entertainment,2021-11-24,14.99,False,92,440,404,36,True,True,False
Storm Craft,Puzzle,Valve,2010-09-28,4.99,False,80,1170,936,234,True,False,False
Final Quest,Indie,Square Enix,2012-09-21,49.99,False,92,983,904,79,True,False,False
Last World,Sports,Electronic Arts,2023-06-04,69.99,False,63,732,461,271,True,False,False
Dark Quest,Racing,Team17,2010-10-20,0.0,True,45,53,23,30,True,False,False
Iron Legacy,Indie,505 Games,2013-08-11,4.99,False,76,280,212,68,True,False,False
Dragon Strike,Adventure,Electronic Arts,2022-01-11,49.99,False,54,588,317,271,True,False,False
Lost Wars,Action,Annapurna,2016-12-24,4.99,False,77,1114,857,257,True,False,True
Crystal Legacy IV GOTY,Strategy,Devolver Digital,2023-12-11,4.99,False,80,1728,1382,346,True,True,False
Wild Craft II,Sports,Devolver Digital,2022-03-16,19.99,False,81,1742,1411,331,True,True,False
Iron Forge,Sports,Annapurna,2020-12-19,4.99,False,58,214,124,90,True,True,False
Last Knight,Casual,Sega,2024-04-09,24.99,False,88,294,258,36,True,False,False
Star World III,FPS,Annapurna,2022-12-18,9.99,False,84,1072,900,172,True,False,False
Wild Dawn IV,Puzzle,Focus Entertainment,2018-11-05,9.99,False,40,1944,777,1167,True,False,False
Final Dawn,Platformer,Bandai Namco,2021-11-24,69.99,False,58,589,341,248,True,False,False
Wild Protocol,Racing,Electronic Arts,2011-01-22,49.99,False,61,1572,958,614,True,True,False
Lost Saga V,RPG,505 Games,2013-05-07,29.99,False,46,26,11,15,True,False,True
Brave World II,Horror,Focus Entertainment,2021-12-21,4.99,False,98,736,721,15,True,False,False
Lost Core V,Action,Annapurna,2019-11-11,14.99,False,63,565,355,210,True,False,True
Ancient Wars IV,Platformer,505 Games,2023-04-21,29.99,False,60,2018,1210,808,True,False,False
Lost Legends IV,Strategy,Square Enix,2020-03-06,39.99,False,86,1260,1083,177,True,False,True
Dark Knight V,RPG,Ubisoft,2021-01-11,59.99,False,79,711,561,150,True,False,False
Dark Saga,Platformer,Annapurna,2021-11-10,29.99,False,89,175,155,20,True,False,False
Cyber Quest,RPG,Team17,2013-03-14,19.99,False,77,60,46,14,True,False,False
Cyber Legacy IV,Indie,Bandai Namco,2018-09-27,69.99,False,72,466,335,131,True,False,False
Last Craft,Horror,Paradox Interactive,2024-01-22,4.99,False,59,2350,1386,964,True,False,False
Lost Quest,FPS,Square Enix,2011-09-26,59.99,False,48,112,53,59,True,False,False
Star Forge IV,Adventure,Electronic Arts,2016-11-03,39.99,False,77,1341,1032,309,True,True,False
Shadow Protocol,Strategy,Team17,2023-07-21,24.99,False,65,1800,1170,630,True,False,True
Storm Saga,Indie,Valve,2014-03-26,0.0,True,74,3195,2364,831,True,True,True
Brave Legacy V,Sports,Indie Dev,2019-07-22,6.32,False,99,295,292,3,True,True,True
Ancient Legends II,Puzzle,Valve,2022-06-17,0.0,True,62,2862,1774,1088,True,True,False
Star Legends II,Sports,Sega,2019-01-16,24.99,False,51,369,188,181,True,True,False
Ancient Knight V,RPG,Square Enix,2022-01-18,59.99,False,82,3026,2481,545,True,False,True
Dark Souls,Adventure,Square Enix,2017-04-14,59.99,False,40,46,18,28,True,False,False
Final Saga III,Sandbox,Square Enix,2016-11-26,49.99,False,88,85,74,11,True,False,True
Lost Forge,Adventure,Square Enix,2022-02-07,59.99,False,75,348,261,87,True,False,False
Cyber Hunter III,Strategy,Electronic Arts,2018-04-11,39.99,False,76,399,303,96,True,False,False
Storm Wars III,Indie,THQ Nordic,2018-03-01,14.99,False,83,434,360,74,True,False,False
Ancient Strike,Indie,Ubisoft,2022-08-15,59.99,False,64,110,70,40,True,False,False
Dragon Dawn II,Puzzle,Electronic Arts,2023-09-07,49.99,False,81,6276,5083,1193,True,True,False
Last Strike II,Sandbox,Team17,2021-10-19,29.99,False,72,283,203,80,True,False,False
Wild Souls V,Racing,Devolver Digital,2022-06-13,4.99,False,62,390,241,149,True,True,False
Ancient Protocol V,Racing,Electronic Arts,2019-11-08,39.99,False,75,210,157,53,True,False,False
Crystal Craft III,RPG,Devolver Digital,2016-10-22,19.99,False,95,281,266,15,True,False,True
Ancient World GOTY,Strategy,Electronic Arts,2017-01-22,49.99,False,57,1731,986,745,True,True,False
Cyber Knight,Action,Valve,2024-02-23,9.99,False,73,7392,5396,1996,True,False,False
Star Protocol V,Puzzle,Ubisoft,2019-06-19,69.99,False,73,1173,856,317,True,False,False
Iron Wars,Strategy,Team17,2019-06-16,29.99,False,91,284,258,26,True,False,False
Dark Dawn III,Strategy,Electronic Arts,2020-04-05,59.99,False,37,225,83,142,True,True,False
Ancient Protocol II,Casual,THQ Nordic,2018-08-22,0.0,True,38,944,358,586,True,False,False
Final Craft Remastered,RPG,Paradox Interactive,2021-11-17,4.99,False,36,192,69,123,True,True,False
Dark Saga V,Racing,Sega,2021-11-01,19.99,False,43,984,423,561,True,False,False
Brave Wars II,Puzzle,Devolver Digital,2023-04-27,4.99,False,99,482,477,5,True,False,True
Crystal Protocol III,Racing,Square Enix,2016-08-20,59.99,False,49,101,49,52,True,False,False
Neon Saga II,Sandbox,Annapurna,2020-03-20,14.99,False,91,528,480,48,True,True,False
Crystal Legends,Racing,Team17,2022-08-22,0.0,True,68,392,266,126,True,True,False
Brave Souls,Indie,505 Games,2012-07-08,19.99,False,97,2222,2155,67,True,False,False
Lost Knight,FPS,Annapurna,2022-10-04,24.99,False,90,46,41,5,True,False,False
Lost Legacy II,Racing,Sega,2017-12-24,0.0,True,68,25,17,8,True,False,False
Last Dawn,Strategy,Focus Entertainment,2023-06-04,14.99,False,80,2322,1857,465,True,True,False
Star Wars,Puzzle,Square Enix,2024-04-14,69.99,False,90,942,847,95,True,False,False
Final Hunter,Simulation,Paradox Interactive,2019-07-24,24.99,False,77,218,167,51,True,True,False
Last Strike IV,FPS,Ubisoft,2014-06-26,69.99,False,74,727,537,190,True,False,False
Ancient Souls III,Horror,Valve,2023-03-16,29.99,False,95,708,672,36,True,False,False
Last Wars IV,Puzzle,Valve,2022-10-21,14.99,False,92,2502,2301,201,True,False,False
Crystal Souls III,Sports,Valve,2016-09-10,24.99,False,82,1506,1234,272,True,True,False
Iron Dawn IV,Horror,Valve,2019-01-06,24.99,False,76,1482,1126,356,True,True,False
Neon Hunter,Strategy,Team17,2011-02-03,24.99,False,85,401,340,61,True,False,False
Iron Forge,Sandbox,Square Enix,2017-08-13,49.99,False,68,80,54,26,True,False,False
Neon Dawn II,Racing,Square Enix,2018-09-09,39.99,False,82,1058,867,191,True,False,False
Crystal Wars,Puzzle,Devolver Digital,2022-06-25,29.99,False,77,680,523,157,True,False,False
Crystal Protocol,Simulation,Electronic Arts,2019-11-23,49.99,False,90,369,332,37,True,True,False
Cyber Dawn,Simulation,Capcom,2018-11-24,69.99,False,79,440,347,93,True,False,True
Wild Saga,Strategy,Annapurna,2021-12-22,4.99,False,41,733,300,433,True,False,True
Ancient Legacy IV,Sandbox,Square Enix,2017-04-27,49.99,False,59,42,24,18,True,False,True
Last Quest II,Horror,Devolver Digital,2021-09-02,29.99,False,67,1314,880,434,True,False,False
Cyber World V,Platformer,Annapurna,2020-04-25,14.99,False,11,599,65,534,True,False,True
Lost Knight,Action,Team17,2019-11-25,29.99,False,85,173,147,26,True,True,False
Ancient Dawn,Action,Valve,2022-10-04,14.99,False,68,4074,2770,1304,True,False,False
Star Saga V,Sports,Paradox Interactive,2019-08-14,4.99,False,87,742,645,97,True,True,False
Cyber Hunter,RPG,Paradox Interactive,2015-11-08,19.99,False,69,56,38,18,True,False,False
Lost Legacy,Strategy,Ubisoft,2023-08-26,49.99,False,79,88,69,19,True,True,False
Final Forge,Simulation,Square Enix,2021-07-04,39.99,False,64,47,30,17,True,False,True
Brave Wars,Adventure,Devolver Digital,2022-06-12,9.99,False,95,714,678,36,True,False,False
Star Hunter,Indie,505 Games,2022-04-19,19.99,False,83,534,443,91,True,False,False
Final Core V,Horror,Team17,2020-08-03,24.99,False,89,1334,1187,147,True,False,False
Storm Saga III,Indie,Sega,2021-07-28,19.99,False,73,138,100,38,True,False,True
Cyber Legacy,Simulation,Focus Entertainment,2018-07-09,24.99,False,77,531,408,123,True,False,False
Cyber Strike,RPG,505 Games,2011-04-22,24.99,False,75,450,337,113,True,True,False
Ancient Quest IV,Adventure,Electronic Arts,2013-09-02,69.99,False,78,1905,1485,420,True,True,False
Lost Quest II,RPG,Electronic Arts,2022-05-08,69.99,False,64,522,334,188,True,True,False
Storm Saga III,RPG,Valve,2012-06-28,9.99,False,83,243,201,42,True,False,False
Iron Forge V,RPG,Focus Entertainment,2021-10-15,19.99,False,64,623,398,225,True,False,False
Crystal Knight V,Sports,Team17,2017-08-10,0.0,True,51,63,32,31,True,False,False
Star Souls,Platformer,505 Games,2015-08-18,9.99,False,52,787,409,378,True,True,False
Lost World V GOTY,Platformer,Square Enix,2021-09-12,39.99,False,54,1673,903,770,True,True,False
Neon Knight IV,FPS,Indie Dev,2019-05-03,7.56,False,73,510,372,138,True,False,False
Lost Core V,FPS,Team17,2023-04-28,14.99,False,76,1450,1102,348,True,True,True
Last Craft,Simulation,Focus Entertainment,2021-06-01,4.99,False,92,771,709,62,True,True,False
Dark Saga II,RPG,Focus Entertainment,2020-04-03,0.0,True,73,356,259,97,True,True,False
Cyber Knight V,Sports,Bandai Namco,2020-06-03,39.99,False,90,240,216,24,True,False,False
Dark Wars GOTY,RPG,Capcom,2023-07-27,59.99,False,78,1918,1496,422,True,True,False
Ancient Legacy,Sports,Capcom,2022-04-15,39.99,False,87,262,227,35,True,False,True
Storm Legacy,Simulation,Annapurna,2018-12-02,24.99,False,96,537,515,22,True,False,False
Last Wars,Strategy,Bandai Namco,2023-02-08,49.99,False,65,1268,824,444,True,False,False
Final Core V,Casual,THQ Nordic,2017-10-26,0.0,True,54,39,21,18,True,False,False
Final Hunter II,Sports,Electronic Arts,2022-11-02,59.99,False,95,102,96,6,True,True,False
Ancient Dawn II Deluxe,Indie,Team17,2023-06-26,29.99,False,83,538,446,92,True,False,False
Dark Strike,RPG,Square Enix,2023-12-15,69.99,False,64,3330,2131,1199,True,False,False
Dragon Legacy III,Indie,Focus Entertainment,2020-10-28,29.99,False,94,751,705,46,True,False,True
Final World V,Racing,Bandai Namco,2020-12-06,69.99,False,84,18,15,3,True,False,False
Cyber Core IV,Adventure,Indie Dev,2024-04-17,16.37,False,73,484,353,131,True,False,False
Final Legends V,Horror,Bandai Namco,2014-01-27,39.99,False,77,948,729,219,True,False,True
Dark Legacy II,Adventure,Valve,2021-07-22,29.99,False,54,948,511,437,True,False,False
Crystal Wars,Puzzle,Focus Entertainment,2013-11-16,4.99,False,86,151,129,22,True,False,False
Dragon Core,FPS,Annapurna,2019-12-02,9.99,False,74,1592,1178,414,True,False,False
Dark Strike II,Adventure,Capcom,2024-02-24,39.99,False,78,474,369,105,True,True,False
Shadow Dawn IV,RPG,Team17,2022-12-04,14.99,False,79,1540,1216,324,True,False,False
Storm World,RPG,THQ Nordic,2016-09-11,14.99,False,65,255,165,90,True,False,False
Crystal World,Racing,Bandai Namco,2023-11-14,69.99,False,82,362,296,66,True,False,False
Shadow Legends IV,Racing,Annapurna,2022-08-15,9.99,False,53,178,94,84,True,False,True
Dark Wars,Simulation,Valve,2018-04-28,4.99,False,88,4782,4208,574,True,False,False
Ancient Protocol V,Racing,Team17,2021-03-04,19.99,False,86,49,42,7,True,True,False
Final Wars,Strategy,Capcom,2017-02-19,59.99,False,57,293,167,126,True,False,False
Ancient Quest,RPG,Devolver Digital,2023-12-19,24.99,False,85,70,59,11,True,False,True
Storm Wars,Puzzle,Sega,2014-06-12,0.0,True,62,119,73,46,True,False,False
Wild Protocol II,Strategy,Focus Entertainment,2022-01-21,19.99,False,77,594,457,137,True,False,False
Star Dawn,Puzzle,Ubisoft,2018-03-02,49.99,False,78,115,89,26,True,False,False
Dragon Core II,Simulation,THQ Nordic,2019-06-03,4.99,False,66,717,473,244,True,False,False
Iron Knight V,Casual,THQ Nordic,2022-03-16,29.99,False,53,1042,552,490,True,False,False
Storm Legends IV,FPS,Team17,2017-05-25,0.0,True,58,355,205,150,True,False,False
Crystal Quest II,Casual,Bandai Namco,2019-06-20,59.99,False,82,952,780,172,True,False,False
Final Hunter,Sports,Valve,2024-04-22,4.99,False,80,2022,1617,405,True,False,False
Brave Quest II,Strategy,Paradox Interactive,2024-05-01,29.99,False,70,2538,1776,762,True,False,False
Star World Deluxe,FPS,Team17,2017-09-25,19.99,False,88,1263,1111,152,True,True,False
Ancient Saga,Horror,Team17,2012-01-10,4.99,False,94,154,144,10,True,True,False
Star Souls,Action,Electronic Arts,2019-11-28,59.99,False,63,348,219,129,True,False,False
